Data Level,School Year,Facility Type,Public Or Independent,District Number,District Name,School Number,School Name,Has Eng Lang Learner Prog,Has Core French,Has Early French Immersion,Has Late French Immersion,Has Prog Francophone,Has Any French Immersion Prog,Has Any French Prog,Has Aborig Supp Services,Has Other Appr Aborig Prog,Has Aborig Lang And Cult,Has Continuing Ed Prog,Has Distributed Learn Prog,Has Career Prep Prog,Has Coop Prog,Has Apprenticeship Prog,Has Career Technical Prog
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,501006,Sparwood Secondary,,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,501006,Sparwood Secondary,,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,501006,Sparwood Secondary,,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,501007,Jaffray Elem-Jr Secondary,,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,501007,Jaffray Elem-Jr Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,501007,Jaffray Elem-Jr Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,501007,Jaffray Elem-Jr Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,501007,Jaffray Elem-Jr Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,501007,Jaffray Elem-Jr Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,501007,Jaffray Elem-Jr Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,501007,Jaffray Elem-Jr Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,501007,Jaffray Elem-Jr Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,501008,Grasmere Elementary,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,501008,Grasmere Elementary,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,501008,Grasmere Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,501008,Grasmere Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,501008,Grasmere Elementary,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,501009,Isabella Dicken Elementary,,T,,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,501009,Isabella Dicken Elementary,,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,501009,Isabella Dicken Elementary,,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,501009,Isabella Dicken Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,501009,Isabella Dicken Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,501009,Isabella Dicken Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,501009,Isabella Dicken Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,501009,Isabella Dicken Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,501009,Isabella Dicken Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,501010,Frank J Mitchell Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,501010,Frank J Mitchell Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,501010,Frank J Mitchell Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,501010,Frank J Mitchell Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,501010,Frank J Mitchell Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,501010,Frank J Mitchell Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,501010,Frank J Mitchell Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,501010,Frank J Mitchell Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,501010,Frank J Mitchell Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,501014,Mountain View Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,501014,Mountain View Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,501014,Mountain View Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,501015,Max Turyk Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,501015,Max Turyk Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,501016,Elkford Secondary,,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,501016,Elkford Secondary,,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,501017,Rocky Mountain Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,501017,Rocky Mountain Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,501017,Rocky Mountain Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,501017,Rocky Mountain Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,501017,Rocky Mountain Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,501017,Rocky Mountain Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,501017,Rocky Mountain Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,501017,Rocky Mountain Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,501017,Rocky Mountain Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,T,T,T,,,T,T,T,,T,,,T,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,T,T,T,,,T,T,T,,T,,,T,,T,T
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,,T,T,,,T,T,T,,T,,,T,,T,T
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,,T,T,,,T,T,T,,T,,,T,,T,T
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,,T,T,,,T,T,T,,T,,,T,,T,T
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,,T,T,,,T,T,T,,T,,,T,,T,T
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,T,T,T,,,T,T,T,,T,,,T,,,T
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,T,T,T,,,T,T,T,,T,,,T,,,T
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,502001,Mount Baker Secondary,T,T,T,,,T,T,T,,T,,,T,,T,T
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,502011,Laurie Middle School,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,502011,Laurie Middle School,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,502011,Laurie Middle School,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,502011,Laurie Middle School,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,502011,Laurie Middle School,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,502011,Laurie Middle School,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,502011,Laurie Middle School,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,502011,Laurie Middle School,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,502011,Laurie Middle School,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,502023,Amy Woodland Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,502023,Amy Woodland Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,502023,Amy Woodland Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,502023,Amy Woodland Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,502023,Amy Woodland Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,502023,Amy Woodland Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,502023,Amy Woodland Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,502023,Amy Woodland Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,502023,Amy Woodland Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,502024,T M Roberts Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,502024,T M Roberts Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,502024,T M Roberts Elementary,T,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,502024,T M Roberts Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,502024,T M Roberts Elementary,T,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,502024,T M Roberts Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,502024,T M Roberts Elementary,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,502024,T M Roberts Elementary,T,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,502024,T M Roberts Elementary,T,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,502028,Gordon Terrace Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,502028,Gordon Terrace Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,502028,Gordon Terrace Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,502028,Gordon Terrace Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,502028,Gordon Terrace Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,502028,Gordon Terrace Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,502028,Gordon Terrace Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,502028,Gordon Terrace Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,502028,Gordon Terrace Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,502029,Highlands Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,502029,Highlands Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,502029,Highlands Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,502029,Highlands Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,502029,Highlands Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,502029,Highlands Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,502029,Highlands Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,502029,Highlands Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,502029,Highlands Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,502030,Pinewood Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,502030,Pinewood Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,502030,Pinewood Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,502030,Pinewood Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,502030,Pinewood Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,502030,Pinewood Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,502030,Pinewood Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,502030,Pinewood Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,502030,Pinewood Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,502031,Steeples Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,502031,Steeples Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,502031,Steeples Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,502031,Steeples Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,502031,Steeples Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,502031,Steeples Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,502031,Steeples Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,502031,Steeples Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,502031,Steeples Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,502032,Kootenay Orchards Elementary,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,502032,Kootenay Orchards Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,502032,Kootenay Orchards Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,502032,Kootenay Orchards Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,502032,Kootenay Orchards Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,502032,Kootenay Orchards Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,502032,Kootenay Orchards Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,502032,Kootenay Orchards Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,502032,Kootenay Orchards Elementary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,CONTINUING ED,BC Public School,5,Southeast Kootenay,505000,District Learning Centre,,,,,,,,,,,T,,T,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,505018,Parkland Middle School,T,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,505018,Parkland Middle School,,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,505018,Parkland Middle School,,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,505018,Parkland Middle School,T,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,505018,Parkland Middle School,T,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,505018,Parkland Middle School,T,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,505018,Parkland Middle School,,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,505018,Parkland Middle School,,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,505018,Parkland Middle School,,T,T,,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,5,Southeast Kootenay,505032,Fernie Secondary School,,T,,,,,T,T,,T,,,,,T,T
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,5,Southeast Kootenay,505032,Fernie Secondary School,,T,T,,,T,T,T,,T,,,T,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,505032,Fernie Secondary School,,T,T,,,T,T,T,,T,,,T,,T,T
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,T,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,,T,,,,,T,T,,T,,,,,,T
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,505033,Elkford Elementary Secondary,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,,T,T,T,,T,T,T,,T,,,T,,T,T
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,,T,T,T,,T,T,T,,T,,,T,,,T
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,,T,T,T,,T,T,T,,T,,,,,,T
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,,T,T,T,,T,T,T,,T,,,,,,T
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,,T,T,T,,T,T,T,,T,,,T,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,505034,Fernie Secondary,,T,T,T,,T,T,T,,T,,,T,,,T
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,5,Southeast Kootenay,505035,Sparwood Secondary,T,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,5,Southeast Kootenay,505035,Sparwood Secondary,,T,,,,,T,T,,T,,,T,,,T
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,5,Southeast Kootenay,505035,Sparwood Secondary,,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,5,Southeast Kootenay,505035,Sparwood Secondary,,T,,,,,T,T,,T,,,T,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,5,Southeast Kootenay,505035,Sparwood Secondary,,T,T,,,T,T,T,,T,,,T,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,5,Southeast Kootenay,505035,Sparwood Secondary,,T,,,,,T,T,,T,,,,,,T
SCHOOL LEVEL,2006/2007,ALTERNATE,BC Public School,5,Southeast Kootenay,599078,Kootenay Educational Services,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2007/2008,ALTERNATE,BC Public School,5,Southeast Kootenay,599078,Kootenay Educational Services,,,,,,,,T,,T,,,T,,,
SCHOOL LEVEL,2008/2009,ALTERNATE,BC Public School,5,Southeast Kootenay,599078,Kootenay Educational Services,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,ALTERNATE,BC Public School,5,Southeast Kootenay,599078,Kootenay Educational Services,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,ALTERNATE,BC Public School,5,Southeast Kootenay,599078,Kootenay Educational Services,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,ALTERNATE,BC Public School,5,Southeast Kootenay,599078,Kootenay Educational Services,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2012/2013,ALTERNATE,BC Public School,5,Southeast Kootenay,599078,Kootenay Educational Services,,,,,,,,T,,T,,,T,,,
SCHOOL LEVEL,2013/2014,ALTERNATE,BC Public School,5,Southeast Kootenay,599078,Kootenay Educational Services,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,DISTRICT DISTANCE ED,BC Public School,5,Southeast Kootenay,599156,Kootenay Discovery School,,,,,,,,T,,T,,T,,,,
SCHOOL LEVEL,2007/2008,DISTRICT DISTANCE ED,BC Public School,5,Southeast Kootenay,599156,Kootenay Discovery School,,,,,,,,,,,,T,T,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,603002,McKim Middle School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,603003,Blarchmont Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,603005,Marysville Elementary,,T,,,,,T,T,,,,,,,,
