Data Level,School Year,Facility Type,Public Or Independent,District Number,District Name,School Number,School Name,Has Eng Lang Learner Prog,Has Core French,Has Early French Immersion,Has Late French Immersion,Has Prog Francophone,Has Any French Immersion Prog,Has Any French Prog,Has Aborig Supp Services,Has Other Appr Aborig Prog,Has Aborig Lang And Cult,Has Continuing Ed Prog,Has Distributed Learn Prog,Has Career Prep Prog,Has Coop Prog,Has Apprenticeship Prog,Has Career Technical Prog
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,209,GREATER VICTORIA CRISTIAN ACADEMY SOCIETY (IATHNBR:209),6196440,Greater Victoria Christian Academy,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196469,St Michaels University School - Junior,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196469,St Michaels University School - Junior,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196469,St Michaels University School - Junior,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196469,St Michaels University School - Junior,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196469,St Michaels University School - Junior,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196469,St Michaels University School - Junior,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196469,St Michaels University School - Junior,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196469,St Michaels University School - Junior,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196469,St Michaels University School - Junior,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196470,St Michaels University School - Middle,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196470,St Michaels University School - Middle,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196470,St Michaels University School - Middle,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196470,St Michaels University School - Middle,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196470,St Michaels University School - Middle,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196470,St Michaels University School - Middle,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196470,St Michaels University School - Middle,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196470,St Michaels University School - Middle,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,159,ST MICHAELS UNIVERSITY SCHOOL SOCIETY (IATHNBR:159),6196470,St Michaels University School - Middle,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,241,HANDS ON SUMMER CAMP SOCIETY (IATHNBR:241),6196482,Elizabeth Buckley School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,241,HANDS ON SUMMER CAMP SOCIETY (IATHNBR:241),6196482,Elizabeth Buckley School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,241,HANDS ON SUMMER CAMP SOCIETY (IATHNBR:241),6196482,Elizabeth Buckley School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,241,HANDS ON SUMMER CAMP SOCIETY (IATHNBR:241),6196482,Elizabeth Buckley School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,309,CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY (IATHNBR:309),6196520,Christ Church Cathedral School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,309,CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY (IATHNBR:309),6196520,Christ Church Cathedral School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,309,CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY (IATHNBR:309),6196520,Christ Church Cathedral School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,309,CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY (IATHNBR:309),6196520,Christ Church Cathedral School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,309,CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY (IATHNBR:309),6196520,Christ Church Cathedral School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,309,CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY (IATHNBR:309),6196520,Christ Church Cathedral School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,309,CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY (IATHNBR:309),6196520,Christ Church Cathedral School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,309,CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY (IATHNBR:309),6196520,Christ Church Cathedral School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,309,CHRIST CHURCH CATHEDRAL EDUCATIONAL SOCIETY (IATHNBR:309),6196520,Christ Church Cathedral School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,421,SAFE HARBOUR CHRISTIAN SCHOOL SOCIETY (IATHNBR:421),6196633,Safe Harbour Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,421,SAFE HARBOUR CHRISTIAN SCHOOL SOCIETY (IATHNBR:421),6196633,Safe Harbour Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,421,SAFE HARBOUR CHRISTIAN SCHOOL SOCIETY (IATHNBR:421),6196633,Safe Harbour Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,488,BIOREGIONAL EDUCATION ASSOCIATION (IATHNBR:488),6196695,Oak and Orca Bioregional School,T,,,,,,,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,620,Learningstorm Education Society (IATHNBR:620),6196868,Pacific School of Innovation and Inquiry,,T,T,,,T,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,217,WESTERN COMMUNITIES MONTESSORI SOCIETY (IATHNBR:217),6296432,West-Mont School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,217,WESTERN COMMUNITIES MONTESSORI SOCIETY (IATHNBR:217),6296432,West-Mont School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,217,WESTERN COMMUNITIES MONTESSORI SOCIETY (IATHNBR:217),6296432,West-Mont School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,217,WESTERN COMMUNITIES MONTESSORI SOCIETY (IATHNBR:217),6296432,West-Mont School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,217,WESTERN COMMUNITIES MONTESSORI SOCIETY (IATHNBR:217),6296432,West-Mont School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,217,WESTERN COMMUNITIES MONTESSORI SOCIETY (IATHNBR:217),6296432,West-Mont School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,217,WESTERN COMMUNITIES MONTESSORI SOCIETY (IATHNBR:217),6296432,West-Mont School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,217,WESTERN COMMUNITIES MONTESSORI SOCIETY (IATHNBR:217),6296432,West-Mont School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,217,WESTERN COMMUNITIES MONTESSORI SOCIETY (IATHNBR:217),6296432,West-Mont School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,250,LIGHTHOUSE CHRISTIAN ACADEMY SOCIETY (IATHNBR:250),6296461,Lighthouse Christian Academy,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,250,LIGHTHOUSE CHRISTIAN ACADEMY SOCIETY (IATHNBR:250),6296461,Lighthouse Christian Academy,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,250,LIGHTHOUSE CHRISTIAN ACADEMY SOCIETY (IATHNBR:250),6296461,Lighthouse Christian Academy,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,250,LIGHTHOUSE CHRISTIAN ACADEMY SOCIETY (IATHNBR:250),6296461,Lighthouse Christian Academy,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,250,LIGHTHOUSE CHRISTIAN ACADEMY SOCIETY (IATHNBR:250),6296461,Lighthouse Christian Academy,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,250,LIGHTHOUSE CHRISTIAN ACADEMY SOCIETY (IATHNBR:250),6296461,Lighthouse Christian Academy,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,250,LIGHTHOUSE CHRISTIAN ACADEMY SOCIETY (IATHNBR:250),6296461,Lighthouse Christian Academy,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,250,LIGHTHOUSE CHRISTIAN ACADEMY SOCIETY (IATHNBR:250),6296461,Lighthouse Christian Academy,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,250,LIGHTHOUSE CHRISTIAN ACADEMY SOCIETY (IATHNBR:250),6296461,Lighthouse Christian Academy,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,109,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),6396127,Lakeview Christian School,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,109,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),6396127,Lakeview Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,109,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),6396127,Lakeview Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,109,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),6396127,Lakeview Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,138,ISLAND MONTESSORI HOUSE SOCIETY (IATHNBR:138),6396287,Island Montessori House,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,138,ISLAND MONTESSORI HOUSE SOCIETY (IATHNBR:138),6396287,Island Montessori House,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,138,ISLAND MONTESSORI HOUSE SOCIETY (IATHNBR:138),6396287,Island Montessori House,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,138,ISLAND MONTESSORI HOUSE SOCIETY (IATHNBR:138),6396287,Island Montessori House,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,138,ISLAND MONTESSORI HOUSE SOCIETY (IATHNBR:138),6396287,Island Montessori House,T,T,T,,,T,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,138,ISLAND MONTESSORI HOUSE SOCIETY (IATHNBR:138),6396287,Island Montessori House,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,138,ISLAND MONTESSORI HOUSE SOCIETY (IATHNBR:138),6396287,Island Montessori House,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,138,ISLAND MONTESSORI HOUSE SOCIETY (IATHNBR:138),6396287,Island Montessori House,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,473,DISCOVERY HOUSE EARLY CHILDHOOD CENTRE (IATHNBR:473),6396682,Discovery House Primary School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,473,DISCOVERY HOUSE EARLY CHILDHOOD CENTRE (IATHNBR:473),6396682,Discovery House Primary School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,473,DISCOVERY HOUSE EARLY CHILDHOOD CENTRE (IATHNBR:473),6396682,Discovery House Primary School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,473,DISCOVERY HOUSE EARLY CHILDHOOD CENTRE (IATHNBR:473),6396682,Discovery House Primary School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,473,DISCOVERY HOUSE EARLY CHILDHOOD CENTRE (IATHNBR:473),6396682,Discovery House Primary School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,190,GANGES EDUCATIONAL SOCIETY (IATHNBR:190),6496396,Salt Spring Centre School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,190,GANGES EDUCATIONAL SOCIETY (IATHNBR:190),6496396,Salt Spring Centre School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,190,GANGES EDUCATIONAL SOCIETY (IATHNBR:190),6496396,Salt Spring Centre School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,115,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),6796080,Holy Cross School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,115,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),6796080,Holy Cross School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,115,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),6796080,Holy Cross School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,115,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),6796080,Holy Cross School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,115,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),6796080,Holy Cross School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,115,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),6796080,Holy Cross School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,115,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),6796080,Holy Cross School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,115,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),6796080,Holy Cross School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,115,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),6796080,Holy Cross School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,109,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),6796284,Penticton Adventist Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,260,Penticton Christian School Society (IATHNBR:260),6796500,Penticton Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,260,Penticton Christian School Society (IATHNBR:260),6796500,Penticton Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,260,Penticton Christian School Society (IATHNBR:260),6796500,Penticton Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,260,Penticton Christian School Society (IATHNBR:260),6796500,Penticton Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,260,Penticton Christian School Society (IATHNBR:260),6796500,Penticton Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,260,Penticton Christian School Society (IATHNBR:260),6796500,Penticton Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,260,Penticton Christian School Society (IATHNBR:260),6796500,Penticton Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,260,Penticton Christian School Society (IATHNBR:260),6796500,Penticton Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,260,Penticton Christian School Society (IATHNBR:260),6796500,Penticton Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,381,GLENFIR SCHOOL SOCIETY (IATHNBR:381),6796593,Glenfir School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,381,GLENFIR SCHOOL SOCIETY (IATHNBR:381),6796593,Glenfir School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,381,GLENFIR SCHOOL SOCIETY (IATHNBR:381),6796593,Glenfir School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,381,GLENFIR SCHOOL SOCIETY (IATHNBR:381),6796593,Glenfir School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,381,GLENFIR SCHOOL SOCIETY (IATHNBR:381),6796593,Glenfir School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,381,GLENFIR SCHOOL SOCIETY (IATHNBR:381),6796593,Glenfir School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,482,SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY (IATHNBR:482),6796687,Summerland Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,482,SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY (IATHNBR:482),6796687,Summerland Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,482,SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY (IATHNBR:482),6796687,Summerland Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,482,SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY (IATHNBR:482),6796687,Summerland Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,482,SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY (IATHNBR:482),6796687,Summerland Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,482,SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY (IATHNBR:482),6796687,Summerland Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,482,SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY (IATHNBR:482),6796687,Summerland Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,482,SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY (IATHNBR:482),6796687,Summerland Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,482,SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY (IATHNBR:482),6796687,Summerland Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,201,Discover Montessori Society (IATHNBR:201),6896229,Discover Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,201,Discover Montessori Society (IATHNBR:201),6896229,Discover Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,201,Discover Montessori Society (IATHNBR:201),6896229,Discover Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,201,Discover Montessori Society (IATHNBR:201),6896229,Discover Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,201,Discover Montessori Society (IATHNBR:201),6896229,Discover Montessori School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,148,NANAIMO CHRISTIAN SCHOOL (1988) SOCIETY (IATHNBR:148),6896256,Nanaimo Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,148,NANAIMO CHRISTIAN SCHOOL (1988) SOCIETY (IATHNBR:148),6896256,Nanaimo Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,148,NANAIMO CHRISTIAN SCHOOL (1988) SOCIETY (IATHNBR:148),6896256,Nanaimo Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,148,NANAIMO CHRISTIAN SCHOOL (1988) SOCIETY (IATHNBR:148),6896256,Nanaimo Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,148,NANAIMO CHRISTIAN SCHOOL (1988) SOCIETY (IATHNBR:148),6896256,Nanaimo Christian School,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,148,NANAIMO CHRISTIAN SCHOOL (1988) SOCIETY (IATHNBR:148),6896256,Nanaimo Christian School,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,148,NANAIMO CHRISTIAN SCHOOL (1988) SOCIETY (IATHNBR:148),6896256,Nanaimo Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,148,NANAIMO CHRISTIAN SCHOOL (1988) SOCIETY (IATHNBR:148),6896256,Nanaimo Christian School,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,148,NANAIMO CHRISTIAN SCHOOL (1988) SOCIETY (IATHNBR:148),6896256,Nanaimo Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Independent School,521,CENTRAL ISLAND INDEPENDENT SCHOOL SOCIETY (IATHNBR:521),6896730,Aspengrove School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Independent School,521,CENTRAL ISLAND INDEPENDENT SCHOOL SOCIETY (IATHNBR:521),6896730,Aspengrove School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Independent School,521,CENTRAL ISLAND INDEPENDENT SCHOOL SOCIETY (IATHNBR:521),6896730,Aspengrove School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Independent School,521,CENTRAL ISLAND INDEPENDENT SCHOOL SOCIETY (IATHNBR:521),6896730,Aspengrove School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Independent School,521,CENTRAL ISLAND INDEPENDENT SCHOOL SOCIETY (IATHNBR:521),6896730,Aspengrove School,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,256,DISTRICT 69 CHRISTIAN EDUCATION SOCIETY (IATHNBR:256),6996324,Beacon Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,256,DISTRICT 69 CHRISTIAN EDUCATION SOCIETY (IATHNBR:256),6996324,Beacon Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,256,DISTRICT 69 CHRISTIAN EDUCATION SOCIETY (IATHNBR:256),6996324,Beacon Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Independent School,256,DISTRICT 69 CHRISTIAN EDUCATION SOCIETY (IATHNBR:256),6996324,Beacon Christian School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Independent School,443,MORNING GLORY EDUCATIONAL SOCIETY (IATHNBR:443),6996656,Morning Glory School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Independent School,443,MORNING GLORY EDUCATIONAL SOCIETY (IATHNBR:443),6996656,Morning Glory School,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Independent School,443,MORNING GLORY EDUCATIONAL SOCIETY (IATHNBR:443),6996656,Morning Glory School,,T,,,,,T,,,,,,,,,
